Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
4250,6,7,M,1,0,3.35,990,Business & Economics,No,No,
4252,6,7,F,1,0,3.91,1280,Business & Economics,Yes,No,
4253,6,7,M,1,0,2.87,940,Business & Economics,No,No,
4254,7,6,M,1,0,3.35,1000,Business & Economics,No,No,
4260,6,6,M,1,0,3.79,1420,Business & Economics,Yes,No,
4263,7,7,F,1,0,3.95,1460,Business & Economics,Yes,Yes,3.522
4268,7,3,F,1,0,3.32,980,Business & Economics,No,No,
4274,6,6,M,1,0,3.64,1530,Business & Economics,Yes,No,
4276,1,1,F,0,0,3,790,Business & Economics,No,No,
4278,7,4,F,1,0,3,1220,Business & Economics,No,No,
4280,1,1,M,0,0,3.24,830,Business & Economics,No,No,
4287,4,7,F,0,0,3.46,1170,Business & Economics,No,No,
4292,3,4,F,1,0,3.24,860,Business & Economics,No,No,
4310,6,6,M,1,0,3.52,1140,Business & Economics,No,No,
4313,6,6,M,1,0,4.1,1460,Business & Economics,Yes,No,
4316,7,5,F,0,0,3.38,1290,Business & Economics,No,No,
4322,7,7,M,0,0,3.7,1120,Business & Economics,No,No,
4326,7,4,F,0,0,2.92,1090,Business & Economics,No,No,
4328,7,3,M,1,0,4,1100,Business & Economics,Yes,No,
4335,6,4,M,0,0,3.95,1090,Business & Economics,No,No,
4336,3,3,F,0,0,4.08,860,Business & Economics,No,No,
4339,6,4,F,1,0,3.9,1070,Business & Economics,Yes,No,
4340,4,6,M,0,0,3.35,1190,Business & Economics,No,No,
4342,7,7,F,1,0,3.95,1230,Business & Economics,No,No,
4351,6,2,F,0,0,3.1,1150,Business & Economics,No,No,
4359,7,6,M,1,0,3.62,1210,Business & Economics,Yes,No,
4365,7,6,M,0,1,3.75,1270,Business & Economics,No,No,
4367,4,3,F,0,0,3.36,960,Business & Economics,No,No,
4372,3,6,F,1,0,3.6,1170,Business & Economics,No,No,
4373,7,7,M,1,0,3.83,1200,Business & Economics,Yes,Yes,3.649
4378,7,7,M,1,0,3.29,970,Business & Economics,No,No,
4382,7,7,M,0,1,4.09,1440,Business & Economics,Yes,No,
4392,7,7,M,1,0,4.09,1260,Business & Economics,Yes,No,
4393,4,6,M,0,0,3.05,1200,Business & Economics,No,No,
4404,3,4,M,0,0,3.92,890,Business & Economics,No,No,
4406,6,6,F,1,0,3.95,1490,Business & Economics,Yes,No,
4412,6,6,M,0,1,4,1440,Business & Economics,Yes,No,
4413,7,3,M,1,0,3.15,1230,Business & Economics,No,No,
4427,7,6,M,0,1,3.57,1240,Business & Economics,No,No,
4428,6,6,F,1,0,3.91,1210,Business & Economics,No,No,
4431,7,6,M,0,0,2.71,1210,Business & Economics,No,No,
4432,7,6,F,0,1,3.75,1360,Business & Economics,Yes,No,
4437,2,1,F,0,0,3.92,1130,Business & Economics,Yes,No,
4439,3,2,F,0,1,3.87,1020,Business & Economics,No,No,
4441,4,4,F,1,0,3.73,1140,Business & Economics,Yes,Yes,2.802
4448,6,6,M,1,0,3.55,1170,Business & Economics,Yes,Yes,2.737
4450,4,4,F,1,0,4.18,1140,Business & Economics,Yes,Yes,2.875
4455,6,6,M,1,0,4.18,1450,Business & Economics,Yes,Yes,3.174
4460,3,4,M,1,0,4.23,1230,Business & Economics,Yes,No,
4461,3,3,M,0,1,3.27,980,Business & Economics,No,No,
4464,6,6,M,0,1,3.86,1320,Business & Economics,Yes,Yes,2.843
4465,4,4,M,1,0,2.89,1080,Business & Economics,No,Yes,1.684
4466,6,6,F,1,0,4.08,1170,Business & Economics,No,No,
4470,2,1,F,0,0,3.46,910,Business & Economics,No,No,
4472,6,6,F,1,0,3.64,1190,Business & Economics,No,No,
4474,7,7,F,1,0,3.64,1490,Business & Economics,Yes,Yes,2.725
4478,3,3,F,0,1,3.5,900,Business & Economics,No,No,
4483,6,6,F,0,0,3.91,1230,Business & Economics,Yes,No,
4484,4,4,F,0,0,3.78,950,Business & Economics,No,No,
4490,7,4,F,0,0,3.82,1190,Business & Economics,No,No,
4491,7,5,F,1,0,3.5,1090,Business & Economics,No,No,
4514,6,3,F,1,0,4.18,1130,Business & Economics,Yes,Yes,3.189
4517,7,6,F,0,0,3.75,1210,Business & Economics,Yes,Yes,3.512
4518,7,4,F,0,1,2.81,1050,Business & Economics,No,No,
4523,6,6,F,0,0,4.14,1170,Business & Economics,No,No,
4524,6,4,M,1,0,3.75,1290,Business & Economics,Yes,Yes,3.202
4528,7,7,F,0,1,3.95,1310,Business & Economics,No,No,
4529,6,6,M,0,1,4.25,1470,Business & Economics,Yes,No,
4532,7,7,M,1,0,3.68,1140,Business & Economics,No,No,
4539,6,6,M,1,0,3.29,1170,Business & Economics,Yes,No,
4541,4,7,F,1,0,3.64,1180,Business & Economics,No,No,
4542,6,6,F,0,1,4.25,1460,Business & Economics,Yes,No,
4555,5,6,M,0,1,3.39,1060,Business & Economics,No,No,
4559,5,5,F,1,0,3.9,1400,Business & Economics,Yes,Yes,3.487
4561,6,5,M,1,0,3.6,1180,Business & Economics,No,No,
4568,6,6,F,0,0,3.81,1260,Business & Economics,Yes,Yes,2.884
4571,7,6,F,1,0,2.96,990,Business & Economics,No,No,
4588,7,6,M,1,0,3.27,1110,Business & Economics,No,No,
4594,7,6,F,1,0,3.85,1420,Business & Economics,Yes,No,
4604,7,7,M,1,0,2.63,1450,Business & Economics,No,No,
4606,5,4,M,0,0,3.14,1160,Business & Economics,No,No,
4608,5,6,F,1,0,3.65,1190,Business & Economics,No,No,
4613,6,6,M,0,0,3.85,1250,Business & Economics,Yes,No,
4626,6,4,F,1,0,3.33,1110,Business & Economics,No,No,
4627,6,5,M,0,0,3.19,1340,Business & Economics,No,No,
4630,6,5,F,1,0,4.29,1210,Business & Economics,Yes,Yes,3.228
4631,6,6,F,0,1,3.91,1260,Business & Economics,Yes,No,
4632,1,1,F,0,1,3.35,1080,Business & Economics,No,No,
4633,5,5,F,1,0,3.5,1190,Business & Economics,No,No,
4635,7,6,M,1,0,3.83,1090,Business & Economics,No,No,
4636,6,5,M,1,0,3.15,1150,Business & Economics,No,No,
4644,6,6,M,0,0,3.77,1370,Business & Economics,Yes,No,
4645,6,6,M,1,0,4.25,1430,Business & Economics,Yes,No,
4649,7,7,M,0,0,4.14,1570,Business & Economics,Yes,No,
4650,7,6,F,1,0,3.85,1280,Business & Economics,Yes,No,
4655,6,6,F,0,1,3.77,1360,Business & Economics,Yes,No,
4659,3,6,M,1,0,3.86,1210,Business & Economics,No,No,
4661,7,7,F,1,0,3.25,1020,Business & Economics,No,No,
4664,7,7,M,1,0,3.65,1400,Business & Economics,Yes,Yes,3.074
4666,6,4,M,1,0,3.3,1170,Business & Economics,No,No,
4676,3,3,M,0,1,3.14,720,Business & Economics,No,No,
4677,6,6,M,0,1,3.91,1300,Business & Economics,Yes,No,
4681,6,6,M,1,0,3.5,1400,Business & Economics,Yes,Yes,2.989
4684,3,3,F,1,0,4,1250,Business & Economics,Yes,No,
4690,4,3,M,1,0,3.11,1210,Business & Economics,No,No,
4693,6,3,F,0,1,4.31,1010,Business & Economics,Yes,No,
4696,6,7,M,1,0,3.77,1320,Business & Economics,Yes,No,
4697,6,6,M,1,0,3.83,960,Business & Economics,No,No,
4699,6,3,F,0,1,3.46,1250,Business & Economics,No,No,
4700,5,5,M,1,0,3.25,1190,Business & Economics,No,No,
4703,6,6,M,1,0,3.43,1230,Business & Economics,No,No,
4706,7,6,M,1,0,4.09,1320,Business & Economics,Yes,No,
4711,6,6,M,1,0,4.1,1230,Business & Economics,Yes,Yes,2.287
4721,7,7,F,1,0,3.71,1300,Business & Economics,Yes,No,
4725,6,7,M,0,0,2.67,1230,Business & Economics,No,No,
4726,6,7,M,0,0,3.13,1110,Business & Economics,No,No,
4736,6,5,F,1,0,3.82,1180,Business & Economics,No,No,
4737,6,7,M,1,0,3.45,1200,Business & Economics,Yes,Yes,2.934
4738,5,6,M,0,1,2.82,910,Business & Economics,No,No,
4742,6,7,M,1,0,4.18,1220,Business & Economics,Yes,No,
4747,5,4,F,0,0,3.09,940,Business & Economics,No,No,
4757,7,4,M,0,0,4.3,1210,Business & Economics,No,No,
4765,2,2,F,0,1,3.19,940,Business & Economics,Yes,Yes,0.967
4768,3,3,F,0,0,3.94,920,Business & Economics,No,No,
4769,2,2,F,0,0,3.65,890,Business & Economics,No,No,
4772,6,3,M,1,0,3.47,1230,Business & Economics,No,No,
4777,3,4,M,1,0,4.18,1210,Business & Economics,Yes,No,
4780,6,6,M,1,0,3.2,900,Business & Economics,No,No,
4787,6,6,F,1,0,3.6,1230,Business & Economics,Yes,No,
4791,6,6,F,0,0,2.86,1030,Business & Economics,No,No,
4792,7,6,F,1,0,3,1090,Business & Economics,No,No,
4793,6,6,F,0,0,3.39,800,Business & Economics,No,No,
4794,2,2,M,0,0,3.5,1050,Business & Economics,No,No,
4804,6,6,F,0,0,3.55,1130,Business & Economics,No,No,
4809,6,6,M,0,0,2.5,1040,Business & Economics,No,No,
4811,7,6,M,1,0,3.22,1260,Business & Economics,No,No,
4815,7,6,M,0,1,3.09,1380,Business & Economics,No,No,
4829,7,4,F,0,0,3.81,1470,Business & Economics,Yes,No,
4830,6,7,F,0,1,4.15,1260,Business & Economics,Yes,No,
4833,7,4,M,1,0,2.85,1040,Business & Economics,No,No,
4834,1,3,M,0,0,3.1,1030,Business & Economics,No,No,
4841,6,6,M,1,0,3.76,1550,Business & Economics,Yes,No,
4844,6,6,F,1,0,3.82,1340,Business & Economics,Yes,Yes,3.583
4845,7,4,M,1,0,3.86,1140,Business & Economics,Yes,Yes,2.897
4848,5,6,F,1,0,2.75,930,Business & Economics,No,No,
4850,3,6,F,1,0,3.7,1160,Business & Economics,No,No,
4851,6,6,M,1,0,3.85,1110,Business & Economics,Yes,No,
4853,7,7,M,1,0,3.52,1100,Business & Economics,No,No,
4860,6,6,F,1,0,3.63,1240,Business & Economics,No,No,
4869,6,6,M,0,0,3,900,Business & Economics,No,No,
4871,6,4,F,0,0,2.91,1060,Business & Economics,No,No,
4872,7,7,M,0,0,3.42,1380,Business & Economics,Yes,No,
4874,4,4,F,1,0,3.04,1100,Business & Economics,No,No,
4876,6,6,F,1,0,3.57,1160,Business & Economics,Yes,Yes,3.013
4881,3,3,F,0,1,3.5,1150,Business & Economics,No,No,
4883,7,7,M,1,0,2.98,1000,Business & Economics,No,No,
4885,6,4,M,1,0,3.96,1310,Business & Economics,No,No,
4886,6,7,M,1,0,3.1,910,Business & Economics,No,No,
4887,6,6,F,1,0,3.91,1170,Business & Economics,No,No,
4890,4,5,M,0,0,3.95,1130,Business & Economics,Yes,Yes,3.033
4892,6,6,M,0,0,3.56,1170,Business & Economics,No,No,
4897,4,7,M,0,1,3.5,1170,Business & Economics,No,No,
4902,6,6,M,0,1,3.5,1060,Business & Economics,No,No,
4905,6,6,F,0,1,3.33,1300,Business & Economics,No,No,
4910,7,6,M,1,0,1.95,1070,Business & Economics,No,No,
4911,7,6,M,0,1,3.64,1280,Business & Economics,No,No,
4914,6,2,F,0,1,3.21,960,Business & Economics,No,No,
4919,4,3,F,1,0,4,1040,Business & Economics,No,No,
4920,6,6,M,1,0,2.81,790,Business & Economics,No,No,
4921,6,6,M,1,0,2.38,1080,Business & Economics,No,No,
4926,6,4,F,1,0,3.75,860,Business & Economics,No,No,
4933,6,7,F,1,0,3.68,1310,Business & Economics,Yes,No,
4942,6,7,M,1,0,3.6,1310,Business & Economics,No,No,
4943,6,7,F,0,0,3.95,1290,Business & Economics,Yes,No,
4944,7,6,F,1,0,3.52,1110,Business & Economics,No,No,
4948,3,3,M,1,0,4.14,1290,Business & Economics,Yes,No,
4949,3,3,M,0,0,3.33,1050,Business & Economics,Yes,Yes,2.773
4956,2,5,F,0,0,3.07,620,Business & Economics,No,No,
4959,3,3,M,1,0,3.62,1160,Business & Economics,No,No,
4964,7,7,F,0,1,4.12,1550,Business & Economics,Yes,No,
4966,6,6,M,0,1,2.96,1200,Business & Economics,No,No,
4968,7,6,F,0,1,4.17,1210,Business & Economics,Yes,No,
4975,7,6,M,1,0,3.95,1380,Business & Economics,Yes,No,
4978,6,6,M,0,1,3.23,1200,Business & Economics,No,No,
4980,4,6,M,0,0,2.06,740,Business & Economics,No,No,
4983,7,6,M,1,0,3.39,1290,Business & Economics,Yes,No,
4985,7,6,M,0,0,3.41,1320,Business & Economics,No,No,
4989,6,6,F,1,0,3.9,1320,Business & Economics,Yes,Yes,3.392
4991,7,7,M,1,0,3.2,1100,Business & Economics,No,No,
5001,6,4,M,0,1,3.84,1240,Business & Economics,No,No,
5003,5,6,F,0,1,3.71,1170,Business & Economics,No,No,
5010,1,4,M,0,0,4,790,Business & Economics,Yes,No,
5021,6,6,M,0,1,3.5,1350,Business & Economics,No,No,
5038,7,6,F,1,0,3.05,930,Business & Economics,No,No,
5041,6,6,M,1,0,2.5,960,Business & Economics,No,No,
5042,6,6,M,0,0,4.27,1170,Business & Economics,Yes,No,
5047,7,6,F,1,0,3.8,1270,Business & Economics,Yes,Yes,3.532
5048,7,6,M,1,0,3.44,1320,Business & Economics,Yes,No,
5052,4,6,F,0,0,3.9,850,Business & Economics,No,No,
5053,7,7,M,0,0,2.72,1100,Business & Economics,No,No,
5056,3,6,F,1,0,3.84,1100,Business & Economics,No,No,
5058,7,7,M,1,0,3.04,1150,Business & Economics,No,No,
5059,6,7,M,1,0,3.5,1490,Business & Economics,No,No,
5066,6,6,F,0,1,2.9,1210,Business & Economics,No,No,
5067,3,3,F,1,0,2.65,830,Business & Economics,No,No,
5068,6,6,F,0,1,4.07,1390,Business & Economics,Yes,No,
5083,6,7,M,0,0,3.62,1170,Business & Economics,No,No,
5085,4,4,M,1,0,3.55,1280,Business & Economics,Yes,Yes,3.296
5088,6,7,F,1,0,3.5,1070,Business & Economics,No,No,
5093,4,6,F,0,1,3.14,1000,Business & Economics,No,No,
5097,7,6,M,1,0,3.55,1350,Business & Economics,Yes,No,
5100,6,3,M,1,0,3.15,1100,Business & Economics,No,No,
5101,6,6,M,1,0,3.4,1140,Business & Economics,No,No,
5104,7,7,M,1,0,3.85,1180,Business & Economics,No,No,
5105,7,7,F,1,0,3.62,1420,Business & Economics,Yes,Yes,3.122
5110,7,6,M,1,0,3.64,1370,Business & Economics,Yes,Yes,2.625
5112,6,4,F,1,0,3.67,1230,Business & Economics,No,No,
5116,6,6,F,1,0,3.38,1030,Business & Economics,No,No,
5118,6,5,M,1,0,3.6,990,Business & Economics,No,No,
5121,3,3,F,0,1,3.69,1210,Business & Economics,Yes,No,
5126,5,4,F,1,0,4,1320,Business & Economics,No,Yes,3.513
5134,7,6,M,0,0,3.64,1010,Business & Economics,No,No,
5138,6,6,F,0,1,3.32,1180,Business & Economics,No,No,
5139,7,6,F,1,0,4.4,1480,Business & Economics,Yes,No,
5144,4,6,F,1,0,3.72,1290,Business & Economics,No,No,
5148,3,3,M,0,1,3.92,990,Business & Economics,Yes,No,
5151,7,7,M,1,0,3.8,1300,Business & Economics,No,No,
5160,7,6,F,1,0,3.57,1090,Business & Economics,No,No,
5161,7,6,F,0,1,3.68,1390,Business & Economics,Yes,Yes,2.821
5162,7,7,M,0,0,3.75,1320,Business & Economics,No,No,
5171,6,7,M,1,0,3.68,1230,Business & Economics,No,No,
5173,7,7,F,0,1,4,1400,Business & Economics,Yes,Yes,3.097
5175,4,7,F,1,0,4.1,1130,Business & Economics,No,No,
5178,6,4,F,1,0,3.96,1150,Business & Economics,Yes,No,
5180,6,4,M,1,0,3.53,1240,Business & Economics,No,No,
5182,7,6,M,0,1,2.96,1270,Business & Economics,No,No,
5188,6,6,M,1,0,3.17,1050,Business & Economics,No,No,
5189,6,6,M,1,0,3.78,1430,Business & Economics,Yes,No,
5196,6,6,F,0,1,3.79,1320,Business & Economics,Yes,Yes,2.517
5201,6,6,M,1,0,2.95,1110,Business & Economics,No,No,
5205,7,6,F,0,0,3.92,1370,Business & Economics,No,No,
5206,6,6,M,0,0,4.01,1380,Business & Economics,Yes,No,
5211,7,7,M,1,0,3.41,1330,Business & Economics,No,No,
5216,7,6,F,1,0,3.71,1270,Business & Economics,Yes,No,
5218,4,4,F,1,0,4.19,1050,Business & Economics,Yes,No,
5221,6,6,M,1,0,3.46,790,Business & Economics,No,No,
5222,6,6,M,1,0,3.83,1490,Business & Economics,Yes,Yes,2.91
5232,7,7,M,1,0,3.48,1380,Business & Economics,Yes,Yes,3.251
5234,6,6,F,1,0,3.33,1210,Business & Economics,No,No,
5238,7,7,M,1,0,4.17,1430,Business & Economics,Yes,No,
5242,7,7,M,1,0,4.09,1520,Business & Economics,Yes,No,
5246,6,6,F,1,0,3.76,1270,Business & Economics,Yes,Yes,3.11
5258,6,6,M,1,0,3.55,1250,Business & Economics,No,No,
5260,7,6,F,1,0,4,1270,Business & Economics,Yes,Yes,3.444
5265,4,6,M,0,1,3.87,1450,Business & Economics,Yes,No,
5270,6,7,F,1,0,4.1,1550,Business & Economics,Yes,No,
5272,6,4,M,1,0,3.36,1230,Business & Economics,No,No,
5277,7,6,F,1,0,3.77,1310,Business & Economics,Yes,Yes,3.305
5281,6,7,F,1,0,3.95,1250,Business & Economics,Yes,Yes,3.446
5282,6,6,M,0,1,3.5,1360,Business & Economics,Yes,Yes,3.229
5283,6,3,M,1,0,4.08,1440,Business & Economics,Yes,No,
5284,4,6,F,1,0,4.08,1420,Business & Economics,Yes,Yes,3.522
5287,6,6,M,1,0,4.09,1490,Business & Economics,Yes,Yes,3.943
5290,6,7,M,1,0,3.71,1060,Business & Economics,Yes,No,
5297,7,5,F,1,0,3.46,1170,Business & Economics,No,No,
5298,3,3,M,0,0,4.27,1370,Business & Economics,Yes,Yes,3.788
5299,7,7,F,1,0,3.88,1250,Business & Economics,No,No,
5300,6,6,F,1,0,3.59,1240,Business & Economics,No,No,
5306,7,6,M,1,0,3.75,1460,Business & Economics,Yes,No,
5311,6,6,F,0,1,3.11,1170,Business & Economics,No,No,
5315,4,6,F,0,0,3.73,1290,Business & Economics,Yes,Yes,2.395
5316,6,5,M,1,0,3.95,1400,Business & Economics,No,No,
5317,4,6,M,1,0,4.25,1350,Business & Economics,Yes,No,
5318,3,5,M,0,0,3.75,1230,Business & Economics,No,No,
5320,6,6,M,0,1,2.75,1000,Business & Economics,No,No,
5325,1,1,F,0,1,3.5,870,Business & Economics,No,No,
5330,6,6,M,0,0,4.2,1390,Business & Economics,Yes,No,
5332,6,7,M,1,0,3.84,1170,Business & Economics,No,No,
5334,7,6,M,1,0,3.92,1190,Business & Economics,Yes,Yes,3.589
5335,7,7,M,1,0,3.23,1080,Business & Economics,Yes,Yes,2.641
5341,7,6,M,0,0,3.38,1350,Business & Economics,Yes,No,
5343,6,6,M,1,0,2.83,1230,Business & Economics,No,No,
5348,6,6,F,0,0,3.23,1120,Business & Economics,No,No,
5352,7,7,M,1,0,3.61,1250,Business & Economics,No,No,
5354,3,2,M,0,1,3.38,1100,Business & Economics,No,No,
5355,7,4,M,1,0,3,1320,Business & Economics,No,No,
5358,6,6,F,1,0,3.09,1060,Business & Economics,No,No,
5369,4,5,M,0,0,3.4,1210,Business & Economics,No,No,
5371,7,6,F,1,0,3.36,1140,Business & Economics,No,Yes,3.042
5379,7,6,M,0,0,3.7,1160,Business & Economics,No,No,
5381,3,5,M,0,0,3.27,960,Business & Economics,No,No,
5386,6,3,M,1,0,4.2,1340,Business & Economics,Yes,No,
5389,7,7,F,0,1,3.77,1350,Business & Economics,Yes,No,
5395,1,1,F,0,0,4.09,1310,Business & Economics,Yes,No,
5396,4,4,F,1,0,3.35,1210,Business & Economics,No,No,
5411,6,6,F,0,0,3.6,1460,Business & Economics,No,No,
5412,2,2,F,1,0,4.03,1260,Business & Economics,Yes,Yes,3.713
5413,6,6,M,1,0,4.09,1260,Business & Economics,Yes,No,
5414,4,4,F,1,0,3.4,1030,Business & Economics,No,No,
5418,4,4,M,1,0,3.35,1070,Business & Economics,No,No,
5423,6,5,F,1,0,4.14,1040,Business & Economics,Yes,No,
5429,3,3,M,0,1,3.59,1120,Business & Economics,No,No,
5439,6,6,F,0,1,4.15,1230,Business & Economics,No,No,
5446,7,6,F,1,0,3.64,1060,Business & Economics,No,No,
5449,6,3,F,0,0,3.06,1030,Business & Economics,No,No,
5452,3,4,M,1,0,2.85,1150,Business & Economics,No,No,
5454,4,5,F,0,1,3.53,1250,Business & Economics,No,No,
5455,6,3,M,1,0,3.64,1310,Business & Economics,No,No,
5456,6,6,M,0,1,3.5,1310,Business & Economics,No,No,
5457,1,1,F,0,0,2.96,760,Business & Economics,No,No,
5459,7,6,F,0,1,3.85,1310,Business & Economics,Yes,No,
5460,6,7,F,1,0,4.07,1300,Business & Economics,Yes,No,
5462,7,6,M,0,0,3.5,1030,Business & Economics,No,No,
5463,1,1,F,0,0,3.06,860,Business & Economics,No,No,
5472,6,6,M,0,1,3.09,980,Business & Economics,No,No,
5476,1,1,F,0,1,3.68,970,Business & Economics,Yes,Yes,3.212
5478,6,6,F,1,0,3.32,1030,Business & Economics,No,No,
5480,6,6,M,0,1,2.67,1140,Business & Economics,No,No,
5491,6,6,M,0,0,3.95,1180,Business & Economics,Yes,No,
5496,6,6,F,1,0,3.88,1270,Business & Economics,No,No,
5503,6,7,M,1,0,3.4,1200,Business & Economics,No,Yes,2.702
5504,7,6,M,1,0,3.5,1230,Business & Economics,No,No,
5505,7,6,F,1,0,3.8,1290,Business & Economics,No,No,
5510,6,6,F,1,0,4.07,1290,Business & Economics,Yes,No,
5514,6,6,F,0,0,3.5,1210,Business & Economics,No,No,
5527,3,3,M,0,0,3.3,860,Business & Economics,No,No,
5533,5,7,M,0,0,2.81,830,Business & Economics,No,No,
5534,6,6,M,1,0,3,1140,Business & Economics,No,No,
5544,6,6,F,1,0,2.7,820,Business & Economics,No,No,
5546,7,7,F,1,0,3.86,1410,Business & Economics,Yes,No,
5555,5,6,F,1,0,4.25,1220,Business & Economics,No,No,
5556,7,7,M,1,0,3.41,1410,Business & Economics,No,No,
5562,6,7,M,1,0,3.9,1460,Business & Economics,Yes,No,
5563,7,6,M,1,0,3.7,1160,Business & Economics,No,No,
5577,3,3,M,1,0,3.82,1250,Business & Economics,Yes,Yes,2.86
5585,7,6,M,1,0,3.41,1330,Business & Economics,No,No,
5595,3,6,F,1,0,2.9,1110,Business & Economics,No,No,
5602,6,6,F,0,1,3.54,1160,Business & Economics,Yes,Yes,3.53
5610,1,1,F,0,1,3.5,880,Business & Economics,No,No,
5611,6,6,F,1,0,4.09,1250,Business & Economics,Yes,No,
5613,1,1,F,0,0,4.3,950,Business & Economics,Yes,Yes,2.851
5616,6,3,F,1,0,3.78,1030,Business & Economics,No,No,
5621,6,6,F,0,0,3.58,760,Business & Economics,No,No,
5627,6,6,F,1,0,3.25,1210,Business & Economics,No,No,
5628,6,5,M,1,0,3,810,Business & Economics,No,No,
5633,7,7,M,1,0,3.22,1210,Business & Economics,No,No,
5636,7,7,F,0,1,3.58,1350,Business & Economics,No,No,
5642,6,4,M,1,0,3.68,1210,Business & Economics,Yes,Yes,3.443
5643,6,6,F,0,0,3.42,1370,Business & Economics,No,No,
5645,7,7,M,1,0,3.15,1210,Business & Economics,No,No,
5646,4,4,M,0,1,3.32,1090,Business & Economics,Yes,Yes,1.915
5650,6,6,F,0,1,3.41,1250,Business & Economics,No,No,
5653,7,7,M,1,0,3.91,1370,Business & Economics,Yes,No,
5655,1,3,M,0,0,2.19,670,Business & Economics,No,No,
5657,6,6,M,1,0,3.4,1190,Business & Economics,Yes,No,
5664,3,3,M,0,0,3.5,1050,Business & Economics,No,No,
5674,7,7,M,1,0,2.77,1270,Business & Economics,No,No,
5677,3,2,M,0,0,3.74,1410,Business & Economics,Yes,No,
5682,3,3,F,0,1,3.76,1170,Business & Economics,Yes,No,
5683,6,6,F,1,0,4.4,1170,Business & Economics,Yes,No,
5684,4,4,M,1,0,3.85,1050,Business & Economics,No,No,
5687,4,4,F,0,1,3.11,1250,Business & Economics,No,No,
5691,7,6,M,1,0,3.5,1190,Business & Economics,No,No,
5705,6,6,M,1,0,3.4,1210,Business & Economics,Yes,Yes,2.972
5712,6,7,M,1,0,3.45,1400,Business & Economics,Yes,Yes,1.323
5714,6,4,M,0,0,3.71,1160,Business & Economics,No,No,
5716,3,3,M,0,1,3.54,1440,Business & Economics,Yes,No,
5720,7,7,F,0,0,4.24,1360,Business & Economics,Yes,No,
5722,7,7,F,1,0,3.28,1180,Business & Economics,No,No,
5728,6,6,F,1,0,3.8,1250,Business & Economics,Yes,No,
5734,2,1,M,0,0,4.05,950,Business & Economics,Yes,No,
5735,6,7,F,1,0,3.91,1300,Business & Economics,Yes,No,
5736,7,6,F,1,0,3.38,1110,Business & Economics,No,No,
5737,4,6,M,1,0,2.9,1160,Business & Economics,No,No,
5742,6,3,F,0,0,2.95,1020,Business & Economics,No,Yes,2.608
5754,6,6,F,1,0,3.38,1320,Business & Economics,Yes,Yes,3.313
5759,2,5,M,1,0,3.44,1200,Business & Economics,No,No,
5767,7,7,F,0,0,3.22,1250,Business & Economics,No,No,
5770,3,3,M,0,0,3.55,1160,Business & Economics,No,No,
5775,7,7,F,1,0,3.92,1240,Business & Economics,No,No,
5777,7,6,M,0,0,3.5,1080,Business & Economics,No,No,
5779,7,6,F,1,0,3.95,1290,Business & Economics,Yes,Yes,3.213
5780,7,6,M,1,0,3.89,1540,Business & Economics,No,No,
5789,3,3,M,0,0,3.72,990,Business & Economics,No,No,
5793,7,7,F,0,1,3.88,1240,Business & Economics,No,No,
5796,6,6,M,0,1,3.29,1100,Business & Economics,No,No,
5801,4,6,M,1,0,3.09,960,Business & Economics,No,No,
5803,7,5,M,1,0,3.5,1070,Business & Economics,No,No,
5805,6,6,F,0,0,3.6,1220,Business & Economics,No,No,
5825,7,7,M,1,0,2.8,1140,Business & Economics,No,No,
5827,5,7,F,0,0,3.67,970,Business & Economics,No,No,
5830,5,6,M,0,0,2.8,920,Business & Economics,No,No,
5836,7,7,M,1,0,3.88,1300,Business & Economics,No,No,
5840,1,1,F,0,0,3,770,Business & Economics,No,No,
5843,6,4,F,0,0,3.75,1310,Business & Economics,No,No,
5849,7,7,M,1,0,3.36,1230,Business & Economics,No,No,
5850,1,1,F,0,0,3.32,880,Business & Economics,No,No,
5859,7,4,M,0,0,2.95,970,Business & Economics,No,No,
5861,6,6,F,1,0,4.19,1030,Business & Economics,No,No,
5864,6,4,F,1,0,3.5,1040,Business & Economics,No,No,
5867,6,6,F,1,0,2.95,1030,Business & Economics,No,No,
5878,7,5,F,1,0,3.96,1290,Business & Economics,Yes,No,
5882,7,7,M,0,1,4.14,1450,Business & Economics,Yes,No,
5888,6,4,M,1,0,3.76,1490,Business & Economics,Yes,No,
5890,4,4,M,1,0,2.35,980,Business & Economics,No,No,
5892,7,7,F,1,0,3.74,1400,Business & Economics,Yes,No,
5893,3,3,F,0,1,3.82,1280,Business & Economics,Yes,No,
5897,2,2,F,0,1,2.7,1060,Business & Economics,No,No,
5910,4,5,M,0,1,3.76,1230,Business & Economics,No,No,
5917,6,6,M,1,0,4.05,1220,Business & Economics,Yes,Yes,2.998
5919,3,3,F,0,0,4.36,1170,Business & Economics,Yes,No,
5920,3,6,M,1,0,3.68,1230,Business & Economics,Yes,Yes,2.813
5921,6,3,F,0,0,3.75,1210,Business & Economics,No,No,
5924,2,1,F,0,1,3.26,1030,Business & Economics,No,No,
5927,4,6,M,0,1,3.48,1010,Business & Economics,No,No,
5930,5,6,M,1,0,3.85,1090,Business & Economics,No,No,
5941,4,5,F,0,0,3.87,1290,Business & Economics,No,Yes,2.962
5942,6,6,F,1,0,3.59,1300,Business & Economics,No,Yes,3.111
